"","year","inst","numx","men","women","major","stem"
"3399",1987,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"3400",1987,"Public",54,0,0,"Visually impaired education","Non-STEM"
"3401",1987,"Public",55,0,0,"Deaf education","Non-STEM"
"3402",1987,"Public",56,0,0,"Special school education","Non-STEM"
"3403",1987,"Public",57,0,0,"Kindergarten education","Non-STEM"
"3404",1987,"Public",58,0,0,"Physical education","Non-STEM"
"3405",1987,"Public",59,520,992,"Pedagogy: Others","Non-STEM"
"3406",1987,"Public",60,494,408,"Fine arts","Non-STEM"
"3407",1987,"Public",61,259,158,"Design","Non-STEM"
"3408",1987,"Public",62,87,435,"Music","Non-STEM"
"3409",1987,"Public",63,66,161,"Fine arts: Others","Non-STEM"
"3410",1987,"Public",64,0,0,"Liberal arts","Non-STEM"
"3411",1987,"Public",65,272,84,"General science","Non-STEM"
"3412",1987,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"3413",1987,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"3414",1987,"Private",1,44867,105850,"Literature","Non-STEM"
"3415",1987,"Private",2,14078,10734,"History","Non-STEM"
"3416",1987,"Private",3,14184,8344,"Philosophy","Non-STEM"
"3417",1987,"Private",4,11577,16031,"Humanities: Others","Non-STEM"
"3418",1987,"Private",5,129695,16449,"Law and politics","Non-STEM"
"3419",1987,"Private",6,381753,25821,"Commerce and economics","Non-STEM"
"3420",1987,"Private",7,35371,19533,"Sociology","Non-STEM"
"3421",1987,"Private",8,10401,1268,"Social sciences: Others","Non-STEM"
"3422",1987,"Private",9,8154,2533,"Mathematics","STEM"
"3423",1987,"Private",10,8073,670,"Physics","STEM"
"3424",1987,"Private",11,7359,1729,"Chemistry","STEM"
"3425",1987,"Private",12,674,292,"Biology","STEM"
"3426",1987,"Private",13,586,93,"Geography","STEM"
"3427",1987,"Private",14,3690,481,"Physical sciences: Others","STEM"
"3428",1987,"Private",15,53791,240,"Mechanical engineering","STEM"
"3429",1987,"Private",16,70813,1516,"Telecommunications engineering","STEM"
"3430",1987,"Private",17,58096,1787,"Civil engineering","STEM"
"3431",1987,"Private",18,19184,1232,"Applied chemistry","STEM"
"3432",1987,"Private",19,2669,207,"Applied science","STEM"
"3433",1987,"Private",20,778,9,"Nuclear engineering","STEM"
"3434",1987,"Private",21,305,28,"Mining engineering","STEM"
"3435",1987,"Private",22,3018,30,"Metallurgical engineering","STEM"
"3436",1987,"Private",23,0,0,"Textile engineering","STEM"
"3437",1987,"Private",24,385,2,"Marine engineering","STEM"
"3438",1987,"Private",25,2076,40,"Aeronautical engineering","STEM"
"3439",1987,"Private",26,18677,854,"Engineering management","STEM"
"3440",1987,"Private",27,426,41,"Crafts","STEM"
"3441",1987,"Private",28,5614,240,"Engineering: Others","STEM"
"3442",1987,"Private",29,5224,756,"Agricultural sciences","STEM"
"3443",1987,"Private",30,3986,931,"Agricultural chemistry","STEM"
"3444",1987,"Private",31,1652,20,"Agricultural engineering","STEM"
"3445",1987,"Private",32,4466,270,"Agricultural economics","STEM"
"3446",1987,"Private",33,1385,55,"Forestry","STEM"
"3447",1987,"Private",34,0,0,"Forest products","STEM"
"3448",1987,"Private",35,5255,1566,"Veterinary medicine","STEM"
"3449",1987,"Private",36,3083,146,"Fisheries science","STEM"
"3450",1987,"Private",37,646,540,"Agricultural sciences: Others","STEM"
"3451",1987,"Private",38,15913,4553,"Medicine","Health"
"3452",1987,"Private",39,11816,3103,"Dentistry","Health"
"3453",1987,"Private",40,12455,19435,"Pharmacy","Health"
"3454",1987,"Private",41,9,768,"Nursing","Health"
"3455",1987,"Private",42,2006,3610,"Health: Others","Health"
"3456",1987,"Private",43,0,0,"Merchant marine","Non-STEM"
"3457",1987,"Private",44,38,8483,"Home economics","Non-STEM"
"3458",1987,"Private",45,100,7698,"Food science","Non-STEM"
"3459",1987,"Private",46,0,6192,"Clothing","Non-STEM"
"3460",1987,"Private",47,0,851,"Housing","Non-STEM"
"3461",1987,"Private",48,63,6427,"Child","Non-STEM"
"3462",1987,"Private",49,7349,9767,"Pedagogy","Non-STEM"
"3463",1987,"Private",50,0,0,"Elementary school education","Non-STEM"
"3464",1987,"Private",51,0,0,"Junior high school education","Non-STEM"
"3465",1987,"Private",52,0,0,"High school education","Non-STEM"
"3466",1987,"Private",53,0,0,"Specialized subjects education","Non-STEM"
"3467",1987,"Private",54,0,0,"Visually impaired education","Non-STEM"
"3468",1987,"Private",55,0,0,"Deaf education","Non-STEM"
"3469",1987,"Private",56,0,0,"Special school education","Non-STEM"
"3470",1987,"Private",57,0,0,"Kindergarten education","Non-STEM"
"3471",1987,"Private",58,15661,6097,"Physical education","Non-STEM"
"3472",1987,"Private",59,2374,6293,"Pedagogy: Others","Non-STEM"
"3473",1987,"Private",60,2350,2403,"Fine arts","Non-STEM"
"3474",1987,"Private",61,3841,2889,"Design","Non-STEM"
"3475",1987,"Private",62,2058,17845,"Music","Non-STEM"
"3476",1987,"Private",63,6030,3683,"Fine arts: Others","Non-STEM"
"3477",1987,"Private",64,1399,1412,"Liberal arts","Non-STEM"
"3478",1987,"Private",65,0,0,"General science","Non-STEM"
"3479",1987,"Private",66,122,1750,"Liberal arts (humanities and social sciene)","Non-STEM"
"3480",1987,"Private",67,991,115,"Liberal arts (science)","Non-STEM"
"3481",1988,"Total",1,51014,127158,"Literature","Non-STEM"
"3482",1988,"Total",2,15339,12607,"History","Non-STEM"
"3483",1988,"Total",3,15082,9838,"Philosophy","Non-STEM"
"3484",1988,"Total",4,17608,25452,"Humanities: Others","Non-STEM"
"3485",1988,"Total",5,152973,22887,"Law and politics","Non-STEM"
"3486",1988,"Total",6,437366,37732,"Commerce and economics","Non-STEM"
"3487",1988,"Total",7,38487,22466,"Sociology","Non-STEM"
"3488",1988,"Total",8,14107,2362,"Social sciences: Others","Non-STEM"
"3489",1988,"Total",9,12668,3436,"Mathematics","STEM"
"3490",1988,"Total",10,13346,1275,"Physics","STEM"
"3491",1988,"Total",11,11153,3155,"Chemistry","STEM"
"3492",1988,"Total",12,3490,1580,"Biology","STEM"
"3493",1988,"Total",13,2855,469,"Geography","STEM"
"3494",1988,"Total",14,7232,1273,"Physical sciences: Others","STEM"
"3495",1988,"Total",15,78243,405,"Mechanical engineering","STEM"
"3496",1988,"Total",16,102770,2668,"Telecommunications engineering","STEM"
"3497",1988,"Total",17,75125,2793,"Civil engineering","STEM"
"3498",1988,"Total",18,38715,2902,"Applied chemistry","STEM"
"3499",1988,"Total",19,5527,336,"Applied science","STEM"
"3500",1988,"Total",20,1512,20,"Nuclear engineering","STEM"
"3501",1988,"Total",21,1614,64,"Mining engineering","STEM"
"3502",1988,"Total",22,6664,87,"Metallurgical engineering","STEM"
"3503",1988,"Total",23,1743,190,"Textile engineering","STEM"
"3504",1988,"Total",24,935,14,"Marine engineering","STEM"
"3505",1988,"Total",25,2838,69,"Aeronautical engineering","STEM"
"3506",1988,"Total",26,19819,907,"Engineering management","STEM"
"3507",1988,"Total",27,1351,204,"Crafts","STEM"
"3508",1988,"Total",28,19882,810,"Engineering: Others","STEM"
"3509",1988,"Total",29,10866,2328,"Agricultural sciences","STEM"
"3510",1988,"Total",30,8010,2291,"Agricultural chemistry","STEM"
"3511",1988,"Total",31,5060,133,"Agricultural engineering","STEM"
"3512",1988,"Total",32,5072,437,"Agricultural economics","STEM"
"3513",1988,"Total",33,3632,336,"Forestry","STEM"
"3514",1988,"Total",34,554,128,"Forest products","STEM"
"3515",1988,"Total",35,8331,2872,"Veterinary medicine","STEM"
"3516",1988,"Total",36,6600,543,"Fisheries science","STEM"
"3517",1988,"Total",37,3898,1558,"Agricultural sciences: Others","STEM"
"3518",1988,"Total",38,41673,10339,"Medicine","Health"
"3519",1988,"Total",39,16132,4470,"Dentistry","Health"
"3520",1988,"Total",40,14956,22574,"Pharmacy","Health"
"3521",1988,"Total",41,9,1389,"Nursing","Health"
"3522",1988,"Total",42,2653,4243,"Health: Others","Health"
"3523",1988,"Total",43,1572,63,"Merchant marine","Non-STEM"
"3524",1988,"Total",44,83,10029,"Home economics","Non-STEM"
"3525",1988,"Total",45,167,9037,"Food science","Non-STEM"
"3526",1988,"Total",46,5,7106,"Clothing","Non-STEM"
"3527",1988,"Total",47,69,1182,"Housing","Non-STEM"
"3528",1988,"Total",48,71,6803,"Child","Non-STEM"
"3529",1988,"Total",49,8829,11934,"Pedagogy","Non-STEM"
"3530",1988,"Total",50,20059,28037,"Elementary school education","Non-STEM"
"3531",1988,"Total",51,10027,8302,"Junior high school education","Non-STEM"
"3532",1988,"Total",52,56,30,"High school education","Non-STEM"
"3533",1988,"Total",53,2807,2643,"Specialized subjects education","Non-STEM"
"3534",1988,"Total",54,36,77,"Visually impaired education","Non-STEM"
"3535",1988,"Total",55,83,245,"Deaf education","Non-STEM"
"3536",1988,"Total",56,1171,3151,"Special school education","Non-STEM"
"3537",1988,"Total",57,407,3235,"Kindergarten education","Non-STEM"
"3538",1988,"Total",58,15963,6561,"Physical education","Non-STEM"
"3539",1988,"Total",59,5005,10301,"Pedagogy: Others","Non-STEM"
"3540",1988,"Total",60,3167,3067,"Fine arts","Non-STEM"
"3541",1988,"Total",61,4415,3195,"Design","Non-STEM"
"3542",1988,"Total",62,2427,18973,"Music","Non-STEM"
"3543",1988,"Total",63,6306,4263,"Fine arts: Others","Non-STEM"
"3544",1988,"Total",64,2472,1996,"Liberal arts","Non-STEM"
"3545",1988,"Total",65,1062,700,"General science","Non-STEM"
"3546",1988,"Total",66,4027,2189,"Liberal arts (humanities and social sciene)","Non-STEM"
"3547",1988,"Total",67,7551,717,"Liberal arts (science)","Non-STEM"
"3548",1988,"National",1,4950,8348,"Literature","Non-STEM"
"3549",1988,"National",2,1142,906,"History","Non-STEM"
"3550",1988,"National",3,641,569,"Philosophy","Non-STEM"
"3551",1988,"National",4,4475,5346,"Humanities: Others","Non-STEM"
"3552",1988,"National",5,17909,3631,"Law and politics","Non-STEM"
"3553",1988,"National",6,34183,4894,"Commerce and economics","Non-STEM"
"3554",1988,"National",7,1186,427,"Sociology","Non-STEM"
"3555",1988,"National",8,3060,914,"Social sciences: Others","Non-STEM"
"3556",1988,"National",9,4102,984,"Mathematics","STEM"
"3557",1988,"National",10,4952,610,"Physics","STEM"
"3558",1988,"National",11,3730,1317,"Chemistry","STEM"
"3559",1988,"National",12,2566,1230,"Biology","STEM"
"3560",1988,"National",13,2134,360,"Geography","STEM"
"3561",1988,"National",14,3473,452,"Physical sciences: Others","STEM"
"3562",1988,"National",15,22377,111,"Mechanical engineering","STEM"
"3563",1988,"National",16,28496,979,"Telecommunications engineering","STEM"
"3564",1988,"National",17,15912,725,"Civil engineering","STEM"
"3565",1988,"National",18,18509,1556,"Applied chemistry","STEM"
"3566",1988,"National",19,2753,112,"Applied science","STEM"
"3567",1988,"National",20,740,11,"Nuclear engineering","STEM"
"3568",1988,"National",21,1327,40,"Mining engineering","STEM"
"3569",1988,"National",22,3749,53,"Metallurgical engineering","STEM"
"3570",1988,"National",23,1743,190,"Textile engineering","STEM"
"3571",1988,"National",24,400,6,"Marine engineering","STEM"
"3572",1988,"National",25,367,3,"Aeronautical engineering","STEM"
"3573",1988,"National",26,330,12,"Engineering management","STEM"
"3574",1988,"National",27,727,138,"Crafts","STEM"
"3575",1988,"National",28,13155,478,"Engineering: Others","STEM"
"3576",1988,"National",29,5426,1377,"Agricultural sciences","STEM"
"3577",1988,"National",30,3839,1208,"Agricultural chemistry","STEM"
"3578",1988,"National",31,3357,94,"Agricultural engineering","STEM"
"3579",1988,"National",32,786,149,"Agricultural economics","STEM"
"3580",1988,"National",33,2188,257,"Forestry","STEM"
"3581",1988,"National",34,554,128,"Forest products","STEM"
"3582",1988,"National",35,2687,997,"Veterinary medicine","STEM"
"3583",1988,"National",36,3529,399,"Fisheries science","STEM"
"3584",1988,"National",37,3278,986,"Agricultural sciences: Others","STEM"
"3585",1988,"National",38,22804,4802,"Medicine","Health"
"3586",1988,"National",39,4136,1079,"Dentistry","Health"
"3587",1988,"National",40,1856,2488,"Pharmacy","Health"
"3588",1988,"National",41,0,355,"Nursing","Health"
"3589",1988,"National",42,579,584,"Health: Others","Health"
"3590",1988,"National",43,1572,63,"Merchant marine","Non-STEM"
"3591",1988,"National",44,0,282,"Home economics","Non-STEM"
"3592",1988,"National",45,0,279,"Food science","Non-STEM"
"3593",1988,"National",46,0,299,"Clothing","Non-STEM"
"3594",1988,"National",47,0,151,"Housing","Non-STEM"
"3595",1988,"National",48,0,164,"Child","Non-STEM"
"3596",1988,"National",49,1624,1963,"Pedagogy","Non-STEM"
"3597",1988,"National",50,20059,28037,"Elementary school education","Non-STEM"
"3598",1988,"National",51,10027,8302,"Junior high school education","Non-STEM"
"3599",1988,"National",52,56,30,"High school education","Non-STEM"
"3600",1988,"National",53,2807,2643,"Specialized subjects education","Non-STEM"
"3601",1988,"National",54,36,77,"Visually impaired education","Non-STEM"
"3602",1988,"National",55,83,245,"Deaf education","Non-STEM"
"3603",1988,"National",56,1171,3151,"Special school education","Non-STEM"
"3604",1988,"National",57,407,3235,"Kindergarten education","Non-STEM"
"3605",1988,"National",58,508,165,"Physical education","Non-STEM"
"3606",1988,"National",59,2012,2811,"Pedagogy: Others","Non-STEM"
"3607",1988,"National",60,304,121,"Fine arts","Non-STEM"
"3608",1988,"National",61,133,75,"Design","Non-STEM"
"3609",1988,"National",62,332,686,"Music","Non-STEM"
"3610",1988,"National",63,426,316,"Fine arts: Others","Non-STEM"
"3611",1988,"National",64,531,322,"Liberal arts","Non-STEM"
"3612",1988,"National",65,800,603,"General science","Non-STEM"
"3613",1988,"National",66,3917,1130,"Liberal arts (humanities and social sciene)","Non-STEM"
"3614",1988,"National",67,6404,578,"Liberal arts (science)","Non-STEM"
"3615",1988,"Public",1,2485,6836,"Literature","Non-STEM"
"3616",1988,"Public",2,109,121,"History","Non-STEM"
"3617",1988,"Public",3,19,153,"Philosophy","Non-STEM"
"3618",1988,"Public",4,493,921,"Humanities: Others","Non-STEM"
"3619",1988,"Public",5,1959,497,"Law and politics","Non-STEM"
"3620",1988,"Public",6,12155,2472,"Commerce and economics","Non-STEM"
"3621",1988,"Public",7,293,731,"Sociology","Non-STEM"
"3622",1988,"Public",8,0,0,"Social sciences: Others","Non-STEM"
"3623",1988,"Public",9,210,28,"Mathematics","STEM"
"3624",1988,"Public",10,304,23,"Physics","STEM"
"3625",1988,"Public",11,231,90,"Chemistry","STEM"
"3626",1988,"Public",12,135,54,"Biology","STEM"
"3627",1988,"Public",13,120,13,"Geography","STEM"
"3628",1988,"Public",14,348,289,"Physical sciences: Others","STEM"
"3629",1988,"Public",15,1425,9,"Mechanical engineering","STEM"
"3630",1988,"Public",16,1433,35,"Telecommunications engineering","STEM"
"3631",1988,"Public",17,697,62,"Civil engineering","STEM"
"3632",1988,"Public",18,958,64,"Applied chemistry","STEM"
"3633",1988,"Public",19,209,5,"Applied science","STEM"
"3634",1988,"Public",20,0,0,"Nuclear engineering","STEM"
"3635",1988,"Public",21,0,0,"Mining engineering","STEM"
"3636",1988,"Public",22,443,5,"Metallurgical engineering","STEM"
"3637",1988,"Public",23,0,0,"Textile engineering","STEM"
"3638",1988,"Public",24,138,5,"Marine engineering","STEM"
"3639",1988,"Public",25,251,14,"Aeronautical engineering","STEM"
"3640",1988,"Public",26,289,8,"Engineering management","STEM"
"3641",1988,"Public",27,0,0,"Crafts","STEM"
"3642",1988,"Public",28,0,0,"Engineering: Others","STEM"
"3643",1988,"Public",29,325,102,"Agricultural sciences","STEM"
"3644",1988,"Public",30,215,92,"Agricultural chemistry","STEM"
"3645",1988,"Public",31,121,13,"Agricultural engineering","STEM"
"3646",1988,"Public",32,0,0,"Agricultural economics","STEM"
"3647",1988,"Public",33,158,18,"Forestry","STEM"
"3648",1988,"Public",34,0,0,"Forest products","STEM"
"3649",1988,"Public",35,112,105,"Veterinary medicine","STEM"
"3650",1988,"Public",36,0,0,"Fisheries science","STEM"
"3651",1988,"Public",37,0,0,"Agricultural sciences: Others","STEM"
"3652",1988,"Public",38,3375,838,"Medicine","Health"
"3653",1988,"Public",39,533,179,"Dentistry","Health"
"3654",1988,"Public",40,750,684,"Pharmacy","Health"
"3655",1988,"Public",41,0,98,"Nursing","Health"
"3656",1988,"Public",42,0,0,"Health: Others","Health"
"3657",1988,"Public",43,0,0,"Merchant marine","Non-STEM"
"3658",1988,"Public",44,0,959,"Home economics","Non-STEM"
"3659",1988,"Public",45,65,881,"Food science","Non-STEM"
"3660",1988,"Public",46,5,446,"Clothing","Non-STEM"
"3661",1988,"Public",47,69,162,"Housing","Non-STEM"
"3662",1988,"Public",48,1,251,"Child","Non-STEM"
"3663",1988,"Public",49,0,0,"Pedagogy","Non-STEM"
"3664",1988,"Public",50,0,0,"Elementary school education","Non-STEM"
"3665",1988,"Public",51,0,0,"Junior high school education","Non-STEM"
"3666",1988,"Public",52,0,0,"High school education","Non-STEM"
"3667",1988,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"3668",1988,"Public",54,0,0,"Visually impaired education","Non-STEM"
"3669",1988,"Public",55,0,0,"Deaf education","Non-STEM"
"3670",1988,"Public",56,0,0,"Special school education","Non-STEM"
"3671",1988,"Public",57,0,0,"Kindergarten education","Non-STEM"
"3672",1988,"Public",58,0,0,"Physical education","Non-STEM"
"3673",1988,"Public",59,520,969,"Pedagogy: Others","Non-STEM"
"3674",1988,"Public",60,513,417,"Fine arts","Non-STEM"
"3675",1988,"Public",61,256,158,"Design","Non-STEM"
"3676",1988,"Public",62,85,432,"Music","Non-STEM"
"3677",1988,"Public",63,97,183,"Fine arts: Others","Non-STEM"
"3678",1988,"Public",64,0,0,"Liberal arts","Non-STEM"
"3679",1988,"Public",65,262,97,"General science","Non-STEM"
"3680",1988,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"3681",1988,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"3682",1988,"Private",1,43579,111974,"Literature","Non-STEM"
"3683",1988,"Private",2,14088,11580,"History","Non-STEM"
"3684",1988,"Private",3,14422,9116,"Philosophy","Non-STEM"
"3685",1988,"Private",4,12640,19185,"Humanities: Others","Non-STEM"
"3686",1988,"Private",5,133105,18759,"Law and politics","Non-STEM"
"3687",1988,"Private",6,391028,30366,"Commerce and economics","Non-STEM"
"3688",1988,"Private",7,37008,21308,"Sociology","Non-STEM"
"3689",1988,"Private",8,11047,1448,"Social sciences: Others","Non-STEM"
"3690",1988,"Private",9,8356,2424,"Mathematics","STEM"
"3691",1988,"Private",10,8090,642,"Physics","STEM"
"3692",1988,"Private",11,7192,1748,"Chemistry","STEM"
"3693",1988,"Private",12,789,296,"Biology","STEM"
"3694",1988,"Private",13,601,96,"Geography","STEM"
"3695",1988,"Private",14,3411,532,"Physical sciences: Others","STEM"
